gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,1,0,0,0.028169014,1,1,0,1,1,0,1,1,1,0.86318408,0.031808216,0,1,0,1,0,0,0,0,1,0,1
1,1,1,0,0.352112676,1,1,0,1,1,0,0,1,1,0.752238806,0.272645973,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,0.169014085,1,0,0,1,0,0,1,0,1,0.414427861,0.088801062,1,0,0,1,0,0,0,0,1,0,0
1,0,1,1,0.521126761,1,0,0,0,0,0,0,0,1,0.016915423,0.08511424,0,0,1,0,0,1,0,0,0,1,0
1,1,1,0,0.098591549,1,1,0,0,0,0,0,1,1,0.654228856,0.06861297,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1,0.464788732,1,1,0,1,1,1,1,1,1,0.90199005,0.416155089,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,0.23943662,0,0,1,0,1,0,0,0,0,0.152736318,0.061337411,1,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0.774647887,1,0,0,1,1,1,0,0,1,0.672636816,0.551003923,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.492957746,0,0,0,1,0,1,0,0,1,0.165174129,0.144057235,1,0,0,1,0,0,1,0,0,0,0
1,0,1,0,0.112676056,0,0,0,0,1,0,1,1,1,0.303482587,0.048857604,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.662686567,0.00762174,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.154929577,1,0,1,0,0,1,0,0,0,0.382089552,0.07339603,1,0,0,1,0,0,0,0,0,1,1
1,1,1,1,0.788732394,1,0,0,1,1,1,1,0,1,0.766666667,0.640278098,0,1,0,1,0,0,0,1,0,0,0
1,0,0,0,0.577464789,1,0,1,1,1,1,0,1,0,0.553731343,0.362537503,1,0,0,0,1,0,0,1,0,0,1
1,0,1,1,0.450704225,1,1,0,0,0,0,0,0,1,0.062189055,0.083256404,0,0,1,0,0,1,0,0,0,1,1
0,0,1,0,0.971830986,1,0,1,1,0,1,0,0,0,0.660199005,0.656288945,0,1,0,0,0,1,1,0,0,0,0
1,0,0,0,0.943661972,0,0,0,1,0,1,0,1,0,0.265671642,0.353859912,1,0,0,1,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.064179104,0.000680822,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0.507042254,1,1,0,0,0,1,1,1,0,0.81641791,0.406485114,0,1,0,1,0,0,0,1,0,0,0
1,0,0,1,0.042253521,1,1,0,0,0,0,0,0,1,0.071641791,0.007546734,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.322885572,0.003681052,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.267605634,0,0,1,1,1,1,1,0,1,0.365671642,0.132327487,1,0,0,1,0,0,0,1,0,0,0
0,0,1,1,1,1,0,1,1,0,1,1,0,0,0.499004975,0.558106393,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0.422535211,1,1,0,0,1,0,0,1,1,0.712935323,0.321728595,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0,0.23943662,1,0,0,0,0,0,0,1,0,0.6,0.161995153,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0.14084507,1,0,0,0,0,0,1,0,1,0.366169154,0.068007154,1,0,0,1,0,0,1,0,0,0,0
1,0,1,1,0.450704225,1,0,0,0,0,0,0,0,0,0.015422886,0.071838218,0,0,1,0,0,1,0,1,0,0,0
1,1,0,0,0.85915493,1,1,0,0,0,0,1,0,0,0.658706468,0.570084237,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.175621891,0.001973229,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0.211267606,1,0,1,1,0,0,0,0,0,0.621890547,0.150300023,0,1,0,1,0,0,1,0,0,0,0
0,0,1,1,0.295774648,1,1,0,0,1,1,1,1,1,0.600995025,0.189816524,1,0,0,0,1,0,0,0,0,1,0
1,0,1,1,0.676056338,1,0,1,0,1,1,0,0,0,0.432835821,0.346797831,1,0,0,1,0,0,1,0,0,0,0
0,0,1,1,0.492957746,1,0,1,0,1,0,0,1,1,0.452238806,0.250369259,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0.577464789,1,1,0,1,1,1,0,1,1,0.807960199,0.475334641,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,0.042253521,0,0,0,0,0,0,0,0,1,0.069154229,0.009658435,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0.154929577,1,1,0,0,0,1,1,1,0,0.555223881,0.098528733,1,0,0,0,1,0,0,0,0,1,1
1,0,0,0,0.422535211,1,0,1,0,1,1,0,0,0,0.690049751,0.312191322,0,1,0,1,0,0,0,0,1,0,0
0,0,1,0,0.056338028,1,1,1,0,0,0,0,1,1,0.705472637,0.045516963,0,1,0,1,0,0,0,0,1,0,0
0,0,1,1,0.915492958,1,0,0,0,0,0,0,0,0,0.017412935,0.156404339,0,0,1,0,0,1,0,1,0,0,0
1,1,0,0,0.197183099,1,1,0,0,0,1,0,0,0,0.365671642,0.085195015,1,0,0,1,0,0,0,1,0,0,1
0,0,0,0,0.887323944,1,1,0,1,1,0,1,1,1,0.85721393,0.770118855,0,1,0,0,0,1,1,0,0,0,0
0,0,1,1,0.126760563,1,0,0,0,0,0,0,0,1,0.017910448,0.02304408,0,0,1,1,0,0,0,1,0,0,0
0,0,1,1,0.084507042,1,0,0,1,0,1,1,0,1,0.711442786,0.06808216,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.394366197,0,0,0,1,0,1,0,0,0,0.159701493,0.113772213,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0.788732394,1,0,0,0,0,0,0,0,0,0.023880597,0.127717517,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,0.633802817,1,1,1,1,0,0,0,0,0,0.656716418,0.441818601,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,0.732394366,1,0,0,0,0,0,0,0,0,0.013930348,0.110685437,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,0.225352113,1,0,1,1,0,1,1,1,0,0.612935323,0.157921763,1,0,0,0,1,0,0,1,0,0,0
1,0,1,1,0.521126761,1,0,0,0,0,0,0,0,1,0.019402985,0.083919917,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,0.197183099,1,0,0,0,0,0,0,0,0,0.015422886,0.03297946,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.295774648,0,0,0,1,0,0,1,1,1,0.319402985,0.124630741,1,0,0,1,0,0,0,0,1,0,0
0,0,1,0,0.183098592,1,1,0,0,0,0,0,1,1,0.665671642,0.129286868,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0.788732394,1,1,0,1,1,1,1,0,0,0.560696517,0.501978998,1,0,0,0,1,0,1,0,0,0,0
0,1,0,0,0.14084507,1,0,0,0,0,0,0,1,1,0.605970149,0.093341796,0,1,0,1,0,0,0,1,0,0,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.020895522,0.00017886,0,0,1,0,0,1,0,0,0,1,0
0,0,1,1,0.154929577,1,0,0,0,0,0,0,0,0,0.027860697,0.028069467,0,0,1,0,0,1,1,0,0,0,0
0,1,1,0,0.028169014,1,1,0,0,0,0,1,1,1,0.759701493,0.030088853,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1,0.492957746,1,0,0,1,0,0,1,1,1,0.760696517,0.403150242,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,0.211267606,1,0,1,0,0,0,1,1,1,0.756218905,0.168987999,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.901408451,1,1,1,1,1,0,0,1,0,0.539303483,0.534854604,1,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0.014084507,1,0,0,1,0,0,0,0,0,0.564179104,0.015341565,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,0.577464789,1,1,1,0,1,0,1,1,1,0.865174129,0.505648511,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,1,1,0,1,1,1,1,1,1,0,0.932338308,0.924798061,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0.85915493,1,0,0,0,0,0,0,0,0,0.015920398,0.142493653,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,0.070422535,1,1,0,1,0,0,1,0,1,0.711442786,0.061602816,0,1,0,1,0,0,0,0,1,0,0
0,0,1,0,0.661971831,1,0,0,0,0,0,0,0,1,0.017910448,0.11737826,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,0.478873239,1,1,1,0,1,1,1,1,1,0.902487562,0.462347104,0,1,0,0,0,1,0,0,1,0,0
0,0,0,1,0.718309859,1,0,0,0,0,0,0,0,0,0.013930348,0.10496192,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.066169154,0.0007039,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0.070422535,1,1,0,0,0,0,1,0,1,0.64278607,0.050940457,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0.985915493,1,1,1,1,1,1,1,1,0,0.745771144,0.748597969,1,0,0,0,0,1,0,1,0,0,0
1,0,1,1,0.929577465,1,0,1,1,1,0,0,0,0,0.662189055,0.643837988,0,1,0,0,1,0,1,0,0,0,0
0,1,0,0,0.830985915,1,1,1,1,0,0,0,1,1,0.532338308,0.502625202,1,0,0,0,1,0,0,0,1,0,0
0,0,1,1,0.309859155,0,0,0,0,0,1,0,0,1,0.12039801,0.076153935,1,0,0,1,0,0,1,0,0,0,0
0,0,0,1,0.535211268,0,0,0,0,1,1,1,1,0,0.364179104,0.250738518,1,0,0,0,1,0,1,0,0,0,0
0,0,1,1,0.197183099,1,0,0,0,0,0,0,0,1,0.012437811,0.025496192,0,0,1,0,1,0,0,0,0,1,0
0,1,1,0,0.732394366,1,1,0,1,1,0,1,1,1,0.851741294,0.630821602,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.323943662,1,1,0,0,0,0,0,0,0,0.05920398,0.068111009,0,0,1,0,0,1,0,0,0,1,0
1,0,1,1,0.507042254,1,0,0,0,0,0,0,0,0,0.010945274,0.076730902,0,0,1,1,0,0,0,0,1,0,0
1,0,1,1,0.056338028,1,0,0,1,0,0,0,1,1,0.650248756,0.044472652,0,1,0,1,0,0,0,0,1,0,1
1,1,1,0,0.690140845,1,1,0,0,0,1,1,1,1,0.819900498,0.596693976,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0.746478873,1,0,0,0,1,0,1,1,1,0.754726368,0.581825525,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,0.028169014,1,0,1,0,0,0,0,0,1,0.560199005,0.024792292,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,0.943661972,1,1,0,1,1,1,1,1,0,0.897512438,0.825957766,0,1,0,0,1,0,0,0,1,0,1
0,0,0,0,0.056338028,1,0,0,0,1,1,0,0,0,0.377114428,0.031462036,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0.450704225,1,0,0,0,0,0,0,0,0,0.020895522,0.077423263,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.563380282,1,1,0,1,1,0,1,1,1,0.619900498,0.37446342,1,0,0,0,1,0,0,0,1,0,0
1,0,1,1,0.464788732,0,0,1,0,1,1,1,1,0,0.427860697,0.22783291,1,0,0,0,1,0,0,0,0,1,0
1,0,1,1,0.169014085,1,0,0,0,0,0,0,0,1,0.021890547,0.027198246,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,0.267605634,1,0,0,0,0,0,0,0,1,0.006467662,0.03794715,0,0,1,1,0,0,0,1,0,0,0
1,1,0,0,0.704225352,1,0,0,0,0,0,0,0,0,0.013432836,0.109519963,0,0,1,0,0,1,0,1,0,0,0
1,0,1,0,0.028169014,1,1,0,1,0,0,0,1,1,0.728855721,0.025865451,0,1,0,1,0,0,0,1,0,0,1
1,0,0,1,0.563380282,1,0,0,0,0,0,0,0,0,0.268159204,0.210373875,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0.169014085,1,0,0,0,0,0,0,0,0,0.011940299,0.024613432,0,0,1,1,0,0,0,1,0,0,0
0,0,1,1,0.478873239,1,1,0,0,0,0,0,0,0,0.071641791,0.091212786,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,0.154929577,1,0,1,0,0,1,0,0,0,0.622885572,0.097813293,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,0.042253521,1,0,1,1,0,1,0,1,1,0.762686567,0.039435726,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0,0.591549296,0,0,0,0,1,0,1,1,1,0.306467662,0.23741057,1,0,0,1,0,0,1,0,0,0,1
1,1,1,1,0.154929577,0,0,0,0,0,1,0,0,1,0.109950249,0.038899146,1,0,0,1,0,0,0,0,0,1,0
0,1,1,0,0.943661972,1,1,0,1,1,0,1,1,1,0.866169154,0.840162705,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,0.338028169,1,1,0,1,0,0,1,0,1,0.703482587,0.262220171,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.084507042,1,0,0,0,0,0,0,0,0,0.019900498,0.012733672,0,0,1,0,1,0,0,0,0,1,0
0,1,1,0,0.915492958,1,1,0,1,1,1,1,1,1,0.921393035,0.862329795,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,0.732394366,1,0,1,1,1,1,1,1,0,0.917910448,0.671209324,0,1,0,0,1,0,0,0,1,0,0
0,1,0,0,0.873239437,1,1,1,1,1,0,1,1,1,0.906965174,0.80921417,0,1,0,1,0,0,1,0,0,0,0
1,0,1,1,0.971830986,1,1,1,1,1,1,1,1,1,0.954726368,0.889118394,0,1,0,0,0,1,1,0,0,0,1
0,1,1,0,0.366197183,0,0,0,0,0,0,0,1,0,0.18159204,0.116916686,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.52238806,0.005994692,0,1,0,1,0,0,0,0,0,1,1
1,0,0,0,0.056338028,1,0,0,0,0,0,0,0,0,0.016915423,0.010477729,0,0,1,1,0,0,0,0,0,1,0
1,1,1,0,0.507042254,1,0,0,0,0,0,0,0,0,0.013432836,0.081813986,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.028169014,0,0,0,0,1,0,1,0,1,0.217910448,0.012918301,1,0,0,1,0,0,0,0,0,1,1
1,0,0,1,0.154929577,1,1,0,0,0,0,0,0,1,0.580597015,0.100876991,0,1,0,1,0,0,0,0,1,0,0
1,0,1,1,0.521126761,1,0,0,0,0,0,0,0,0,0.013432836,0.085887376,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0.112676056,1,0,0,0,1,0,0,1,1,0.667164179,0.087999077,0,1,0,1,0,0,0,1,0,0,0
0,0,1,0,0.169014085,1,1,1,0,0,0,0,1,1,0.473631841,0.10194438,1,0,0,1,0,0,0,0,1,0,0
0,1,1,0,0.394366197,1,1,0,0,0,0,1,1,1,0.758208955,0.304044542,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.647887324,1,0,0,0,0,0,0,0,0,0.017910448,0.115151165,0,0,1,0,0,1,0,1,0,0,0
0,0,1,0,0.845070423,1,1,1,0,1,1,1,0,0,0.807462687,0.68368913,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,0.211267606,1,0,0,0,0,0,0,0,0,0.017412935,0.029644588,0,0,1,1,0,0,0,0,0,1,0
1,0,1,1,0.563380282,1,0,1,1,0,1,1,1,0,0.599004975,0.358602585,1,0,0,0,0,1,0,0,1,0,0
1,0,0,1,0.591549296,1,1,0,0,0,0,0,0,1,0.068159204,0.121318948,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,0.492957746,1,1,0,1,1,0,1,0,1,0.787064677,0.396849758,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,0.070422535,1,0,0,0,0,0,0,1,1,0.365671642,0.037110547,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0.802816901,1,1,1,1,1,1,0,0,1,0.525870647,0.493930302,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0.253521127,1,0,0,0,0,1,1,0,1,0.430845771,0.123978768,1,0,0,1,0,0,0,1,0,0,0
0,0,1,0,0.14084507,1,0,0,0,0,0,0,0,1,0.275124378,0.058054466,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0.535211268,0,0,1,1,0,1,0,0,1,0.219402985,0.185968151,1,0,0,0,1,0,1,0,0,0,0
1,1,0,0,0.098591549,1,0,0,1,0,0,1,0,1,0.685074627,0.080175398,0,1,0,1,0,0,0,0,1,0,0
1,0,0,1,0.352112676,1,1,0,0,0,0,0,0,1,0.310945274,0.143878375,1,0,0,1,0,0,0,0,0,1,0
1,1,0,0,0.732394366,1,0,0,1,0,0,0,0,1,0.552736318,0.459848835,0,1,0,1,0,0,0,1,0,0,0
1,0,1,1,0.971830986,1,0,0,0,0,0,0,0,1,0.009452736,0.159543042,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.269154229,0.003057928,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,0.816901408,1,1,0,0,0,0,0,0,0,0.067164179,0.172132472,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,0.014084507,1,0,0,0,1,0,1,1,0,0.76318408,0.018382183,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.084507042,0,0,1,0,1,0,0,0,0,0.169651741,0.028386799,1,0,0,0,1,0,0,0,0,1,0
1,0,0,1,0.154929577,1,0,0,0,0,0,0,0,1,0.261691542,0.053288715,1,0,0,1,0,0,0,0,1,0,1
0,0,1,1,0.816901408,1,0,0,1,1,1,1,1,0,0.582089552,0.521936303,1,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0.845070423,1,1,0,0,1,1,1,1,1,0.624378109,0.572045927,1,0,0,0,0,1,1,0,0,0,0
0,0,1,1,1,1,1,1,0,1,0,1,1,1,0.868656716,0.868157166,0,1,0,0,0,1,1,0,0,0,0
1,0,1,1,0.169014085,1,0,0,0,0,0,0,0,0,0.005472637,0.026823217,0,0,1,1,0,0,0,0,0,1,0
1,0,1,1,0.887323944,1,1,0,0,0,0,0,0,0,0.066169154,0.181940919,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.051741294,0.00053658,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,0.126760563,1,0,0,1,0,1,0,1,0,0.464179104,0.076938611,1,0,0,0,1,0,0,0,0,1,0
1,0,1,1,0.901408451,1,0,1,1,1,0,0,0,0,0.428855721,0.444876529,1,0,0,0,1,0,1,0,0,0,0
1,0,1,0,0.85915493,1,1,1,1,1,1,1,1,0,0.952238806,0.793053312,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,0.76056338,1,1,1,1,1,1,1,1,1,0.715422886,0.565214632,1,0,0,0,1,0,0,0,1,0,0
1,0,1,0,0.338028169,1,1,0,1,0,0,0,0,0,0.356716418,0.156265867,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.113930348,0.001257789,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.313930348,0.003577198,1,0,0,1,0,0,0,1,0,0,0
1,0,1,0,0.816901408,1,1,0,1,0,0,1,1,0,0.824378109,0.694795754,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1,0.887323944,1,1,0,0,0,0,0,0,1,0.06119403,0.176534733,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,0.492957746,1,1,0,0,0,0,1,1,1,0.763681592,0.394813063,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,0.028169014,1,1,0,0,0,0,0,0,1,0.32238806,0.015289638,1,0,0,1,0,0,0,0,0,1,1
0,0,1,0,0.845070423,1,1,1,0,1,0,0,1,1,0.513930348,0.485564274,1,0,0,0,0,1,0,0,0,1,0
0,0,0,1,0.352112676,0,0,0,1,0,0,1,0,1,0.215920398,0.11596469,1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.369651741,0.004223402,1,0,0,1,0,0,0,0,1,0,1
1,1,1,0,0,1,1,0,1,0,0,1,0,1,0.719900498,0.008285253,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.943661972,1,0,1,1,1,0,1,1,1,0.845771144,0.814170321,0,1,0,0,0,1,0,1,0,0,0
0,1,1,0,0.014084507,1,1,0,0,0,0,1,0,1,0.682587065,0.015872375,0,1,0,1,0,0,0,0,0,1,1
1,0,1,0,1,1,1,1,1,1,1,0,0,1,0.756218905,0.788247173,0,1,0,0,0,1,1,0,0,0,0
1,0,1,0,0.985915493,0,0,0,0,1,1,0,1,1,0.286567164,0.374428802,1,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0.788732394,1,0,0,0,0,0,0,0,0,0.022885572,0.142401339,0,0,1,0,0,1,0,1,0,0,0
0,0,0,0,0.042253521,1,0,0,0,0,0,0,0,1,0.013930348,0.005625433,0,0,1,1,0,0,0,0,0,1,0
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.516915423,0.005931225,0,1,0,1,0,0,0,0,1,0,0
0,0,1,1,1,1,1,1,1,1,1,0,1,0,0.624378109,0.66134318,1,0,0,0,0,1,0,1,0,0,0
0,0,1,1,0.281690141,1,1,1,0,0,0,1,1,1,0.573631841,0.176661666,1,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0.985915493,1,1,0,0,0,0,0,0,0,0.064179104,0.206756289,0,0,1,0,0,1,1,0,0,0,0
1,1,1,0,0.394366197,1,1,0,0,1,0,1,1,1,0.8039801,0.338570275,0,1,0,1,0,0,1,0,0,0,1
1,1,0,0,0.957746479,1,1,1,0,1,1,1,1,0,0.915422886,0.859537272,0,1,0,0,0,1,0,1,0,0,0
1,0,1,0,0.887323944,1,1,1,0,1,1,1,1,1,0.664179104,0.630694669,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.211267606,1,0,0,0,0,0,0,0,0,0.014925373,0.031860143,0,0,1,1,0,0,0,1,0,0,0
1,0,0,0,0.042253521,1,1,0,0,0,0,0,0,0,0.056218905,0.009081468,0,0,1,0,1,0,0,0,1,0,0
1,0,0,0,0.718309859,1,1,1,1,0,1,1,1,1,0.925373134,0.680550427,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,0.014084507,1,0,1,0,1,0,0,0,1,0.366666667,0.010910455,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.016915423,0.000132703,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.23943662,0,0,0,0,0,0,0,0,0,0.068656716,0.052850219,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0.014084507,1,1,0,1,0,0,0,0,0,0.35721393,0.009560351,1,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0.253521127,1,0,0,1,0,0,0,1,1,0.413432836,0.128323333,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0.549295775,1,1,0,0,0,0,0,1,0,0.652736318,0.405429264,0,1,0,1,0,0,1,0,0,0,0
1,1,1,1,0.915492958,1,1,0,1,1,0,1,1,1,0.862189055,0.793059081,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,0.281690141,1,1,0,0,0,0,0,0,0,0.567661692,0.17907916,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,0.098591549,1,0,0,1,0,1,1,0,1,0.48159204,0.057944842,1,0,0,1,0,0,0,0,1,0,0
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.907960199,0.904234941,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,0.661971831,1,1,0,1,1,1,1,0,1,0.553233831,0.411100854,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0.957746479,1,0,0,0,0,0,0,0,1,0.010447761,0.164908839,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.994527363,0.984116086,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,0.183098592,1,0,0,1,0,0,0,0,0,0.330348259,0.081819755,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0.070422535,1,0,0,1,0,0,1,0,0,0.409950249,0.039095315,1,0,0,1,0,0,0,0,1,0,0
1,0,1,1,0.098591549,1,0,0,0,0,0,0,0,0,0.012437811,0.016218555,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,0.225352113,1,0,0,0,0,0,0,0,0,0.012935323,0.030238865,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.901408451,1,1,1,0,0,1,0,1,0,0.749253731,0.698182553,0,1,0,0,1,0,0,0,1,0,0
1,0,1,1,0.788732394,1,0,1,0,1,1,0,0,1,0.408457711,0.375669282,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0.169014085,1,1,0,0,1,0,1,1,1,0.835820896,0.154650358,0,1,0,1,0,0,0,1,0,0,1
0,1,0,0,0.253521127,1,0,0,0,1,0,1,1,1,0.772636816,0.202988691,0,1,0,1,0,0,0,1,0,0,1
1,0,1,0,0.774647887,1,1,1,1,1,0,1,1,0,0.910945274,0.70284445,0,1,0,0,1,0,1,0,0,0,0
1,0,1,0,0.183098592,1,0,0,0,0,0,0,1,1,0.595522388,0.127348258,0,1,0,1,0,0,0,0,1,0,0
0,0,1,0,0.718309859,0,0,1,0,0,0,0,1,1,0.215422886,0.23102931,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0.802816901,1,0,1,1,1,1,0,0,1,0.464179104,0.435800831,1,0,0,0,0,1,0,1,0,0,0
1,1,0,0,0.647887324,1,1,0,1,0,1,1,0,1,0.764179104,0.517626356,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.929577465,0,0,0,0,1,1,1,1,1,0.349751244,0.410841219,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,1,0.066169154,0.003565659,1,0,0,1,0,0,0,1,0,0,0
0,1,0,0,0.070422535,1,0,0,0,0,0,0,0,0,0.26318408,0.029736903,1,0,0,1,0,0,0,1,0,0,0
0,0,1,1,0.985915493,1,1,1,1,1,1,1,1,1,0.952736318,0.941276252,0,1,0,0,0,1,1,0,0,0,0
1,0,1,1,0.633802817,1,0,0,0,0,0,0,0,0,0.019900498,0.100571198,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,0.056338028,1,0,1,0,0,1,0,0,0,0.354228856,0.027809832,1,0,0,1,0,0,0,1,0,0,1
0,1,1,0,0.929577465,1,1,1,1,0,0,0,0,0,0.652736318,0.642741749,0,1,0,1,0,0,1,0,0,0,0
0,0,0,1,0.028169014,1,0,0,0,0,0,0,0,0,0.019402985,0.003669513,0,0,1,1,0,0,1,0,0,0,0
1,0,0,0,0.028169014,1,0,0,0,0,0,0,0,0,0.016915423,0.004523425,0,0,1,1,0,0,0,0,0,1,0
0,1,1,0,0.718309859,1,1,1,0,1,0,1,1,1,0.855223881,0.640381952,0,1,0,1,0,0,0,0,1,0,1
